Vocab size: 8,192
Target hardware preset: NVIDIA A100-SXM4-80GB x1
MFU baseline FLOPs: 3.120e+14 (device-name:A100)
Model config: {'sequence_len': 2048, 'vocab_size': 8192, 'n_layer': 7, 'n_head': 4, 'n_kv_head': 4, 'n_embd': 512, 'window_pattern': 'S'}
Parameter counts:
  wte                     : 4,194,304
  value_embeds            : 16,777,216
  lm_head                 : 4,194,304
  transformer_matrices    : 22,020,608
  scalars                 : 14
  total                   : 47,186,446
Estimated FLOPs per token: 1.793096e+08
Scaling AdamW LRs by 1/sqrt(512/768) = 1.224745
Time budget: 300s
Gradient accumulation steps: 1
step 00000 (0.0%) | loss: 9.011397 | lrm: 0.00 | dt: 14658ms | tok/sec: 8,941 | mfu: 0.5% | epoch: 1 | remaining: 300s    
step 01094 (60.7%) | loss: 3.053593 | lrm: 0.46 | dt: 169ms | tok/sec: 776,103 | mfu: 44.6% | epoch: 1 | remaining: 118s    
step 01095 (60.8%) | loss: 3.051470 | lrm: 0.46 | dt: 167ms | tok/sec: 786,415 | mfu: 45.2% | epoch: 1 | remaining: 117s    
step 01096 (60.8%) | loss: 3.048782 | lrm: 0.46 | dt: 167ms | tok/sec: 785,300 | mfu: 45.1% | epoch: 1 | remaining: 117s    
step 01097 (60.9%) | loss: 3.051605 | lrm: 0.46 | dt: 167ms | tok/sec: 782,690 | mfu: 45.0% | epoch: 1 | remaining: 117s    
step 01098 (61.0%) | loss: 3.052161 | lrm: 0.46 | dt: 167ms | tok/sec: 784,866 | mfu: 45.1% | epoch: 1 | remaining: 117s    
step 01099 (61.0%) | loss: 3.048863 | lrm: 0.46 | dt: 166ms | tok/sec: 787,785 | mfu: 45.3% | epoch: 1 | remaining: 117s    
step 01100 (61.1%) | loss: 3.052535 | lrm: 0.46 | dt: 167ms | tok/sec: 785,362 | mfu: 45.1% | epoch: 1 | remaining: 117s    
step 01101 (61.1%) | loss: 3.050847 | lrm: 0.46 | dt: 169ms | tok/sec: 776,818 | mfu: 44.6% | epoch: 1 | remaining: 116s    
step 01102 (61.2%) | loss: 3.047262 | lrm: 0.46 | dt: 168ms | tok/sec: 782,353 | mfu: 45.0% | epoch: 1 | remaining: 116s    
step 01103 (61.2%) | loss: 3.044230 | lrm: 0.46 | dt: 167ms | tok/sec: 784,933 | mfu: 45.1% | epoch: 1 | remaining: 116s    
step 01104 (61.3%) | loss: 3.045555 | lrm: 0.46 | dt: 167ms | tok/sec: 783,688 | mfu: 45.0% | epoch: 1 | remaining: 116s    
step 01105 (61.3%) | loss: 3.042862 | lrm: 0.46 | dt: 168ms | tok/sec: 781,803 | mfu: 44.9% | epoch: 1 | remaining: 116s    
step 01106 (61.4%) | loss: 3.049939 | lrm: 0.46 | dt: 166ms | tok/sec: 791,037 | mfu: 45.5% | epoch: 1 | remaining: 116s    
step 01107 (61.5%) | loss: 3.054266 | lrm: 0.46 | dt: 168ms | tok/sec: 779,986 | mfu: 44.8% | epoch: 1 | remaining: 115s    
step 01108 (61.5%) | loss: 3.055073 | lrm: 0.46 | dt: 168ms | tok/sec: 778,838 | mfu: 44.8% | epoch: 1 | remaining: 115s    
step 01109 (61.6%) | loss: 3.049610 | lrm: 0.46 | dt: 167ms | tok/sec: 785,023 | mfu: 45.1% | epoch: 1 | remaining: 115s    
step 01110 (61.6%) | loss: 3.048051 | lrm: 0.46 | dt: 167ms | tok/sec: 782,592 | mfu: 45.0% | epoch: 1 | remaining: 115s    
step 01111 (61.7%) | loss: 3.046093 | lrm: 0.45 | dt: 168ms | tok/sec: 779,162 | mfu: 44.8% | epoch: 1 | remaining: 115s    
step 01112 (61.7%) | loss: 3.049569 | lrm: 0.45 | dt: 167ms | tok/sec: 785,104 | mfu: 45.1% | epoch: 1 | remaining: 115s    
step 01113 (61.8%) | loss: 3.050718 | lrm: 0.45 | dt: 167ms | tok/sec: 783,231 | mfu: 45.0% | epoch: 1 | remaining: 114s    
step 01114 (61.9%) | loss: 3.045376 | lrm: 0.45 | dt: 167ms | tok/sec: 782,923 | mfu: 45.0% | epoch: 1 | remaining: 114s    
step 01115 (61.9%) | loss: 3.045785 | lrm: 0.45 | dt: 167ms | tok/sec: 782,617 | mfu: 45.0% | epoch: 1 | remaining: 114s    
step 01116 (62.0%) | loss: 3.047783 | lrm: 0.45 | dt: 167ms | tok/sec: 786,813 | mfu: 45.2% | epoch: 1 | remaining: 114s    
step 01117 (62.0%) | loss: 3.046593 | lrm: 0.45 | dt: 167ms | tok/sec: 783,336 | mfu: 45.0% | epoch: 1 | remaining: 114s    
step 01118 (62.1%) | loss: 3.051389 | lrm: 0.45 | dt: 168ms | tok/sec: 779,417 | mfu: 44.8% | epoch: 1 | remaining: 114s    
step 01119 (62.1%) | loss: 3.050234 | lrm: 0.45 | dt: 167ms | tok/sec: 784,028 | mfu: 45.1% | epoch: 1 | remaining: 113s    
step 01120 (62.2%) | loss: 3.048773 | lrm: 0.45 | dt: 166ms | tok/sec: 787,574 | mfu: 45.3% | epoch: 1 | remaining: 113s    
step 01121 (62.2%) | loss: 3.047089 | lrm: 0.45 | dt: 169ms | tok/sec: 775,540 | mfu: 44.6% | epoch: 1 | remaining: 113s    
step 01122 (62.3%) | loss: 3.044445 | lrm: 0.45 | dt: 167ms | tok/sec: 784,603 | mfu: 45.1% | epoch: 1 | remaining: 113s    
step 01123 (62.4%) | loss: 3.047330 | lrm: 0.45 | dt: 167ms | tok/sec: 786,248 | mfu: 45.2% | epoch: 1 | remaining: 113s    
step 01124 (62.4%) | loss: 3.051422 | lrm: 0.45 | dt: 167ms | tok/sec: 786,110 | mfu: 45.2% | epoch: 1 | remaining: 113s    
step 01125 (62.5%) | loss: 3.050577 | lrm: 0.45 | dt: 168ms | tok/sec: 778,895 | mfu: 44.8% | epoch: 1 | remaining: 112s    
step 01126 (62.5%) | loss: 3.053706 | lrm: 0.45 | dt: 167ms | tok/sec: 785,721 | mfu: 45.2% | epoch: 1 | remaining: 112s    
step 01127 (62.6%) | loss: 3.052529 | lrm: 0.45 | dt: 168ms | tok/sec: 781,392 | mfu: 44.9% | epoch: 1 | remaining: 112s    
step 01128 (62.6%) | loss: 3.058075 | lrm: 0.44 | dt: 169ms | tok/sec: 776,921 | mfu: 44.7% | epoch: 1 | remaining: 112s    
step 01129 (62.7%) | loss: 3.058661 | lrm: 0.44 | dt: 180ms | tok/sec: 727,842 | mfu: 41.8% | epoch: 1 | remaining: 112s    
step 01130 (62.7%) | loss: 3.057869 | lrm: 0.44 | dt: 167ms | tok/sec: 786,941 | mfu: 45.2% | epoch: 1 | remaining: 112s    
step 01131 (62.8%) | loss: 3.055647 | lrm: 0.44 | dt: 166ms | tok/sec: 789,272 | mfu: 45.4% | epoch: 1 | remaining: 111s    
step 01132 (62.9%) | loss: 3.052620 | lrm: 0.44 | dt: 167ms | tok/sec: 787,151 | mfu: 45.2% | epoch: 1 | remaining: 111s    
step 01133 (62.9%) | loss: 3.052113 | lrm: 0.44 | dt: 168ms | tok/sec: 780,181 | mfu: 44.8% | epoch: 1 | remaining: 111s    
step 01134 (63.0%) | loss: 3.055187 | lrm: 0.44 | dt: 168ms | tok/sec: 781,056 | mfu: 44.9% | epoch: 1 | remaining: 111s    
step 01135 (63.0%) | loss: 3.053557 | lrm: 0.44 | dt: 168ms | tok/sec: 780,906 | mfu: 44.9% | epoch: 1 | remaining: 111s    
step 01136 (63.1%) | loss: 3.056257 | lrm: 0.44 | dt: 168ms | tok/sec: 778,120 | mfu: 44.7% | epoch: 1 | remaining: 111s    
step 01137 (63.1%) | loss: 3.053785 | lrm: 0.44 | dt: 167ms | tok/sec: 783,685 | mfu: 45.0% | epoch: 1 | remaining: 110s    
step 01138 (63.2%) | loss: 3.046183 | lrm: 0.44 | dt: 173ms | tok/sec: 756,085 | mfu: 43.5% | epoch: 1 | remaining: 110s    
step 01139 (63.3%) | loss: 3.047979 | lrm: 0.44 | dt: 167ms | tok/sec: 785,382 | mfu: 45.1% | epoch: 1 | remaining: 110s    
step 01140 (63.3%) | loss: 3.041694 | lrm: 0.44 | dt: 168ms | tok/sec: 779,725 | mfu: 44.8% | epoch: 1 | remaining: 110s    
step 01141 (63.4%) | loss: 3.046197 | lrm: 0.44 | dt: 167ms | tok/sec: 783,175 | mfu: 45.0% | epoch: 1 | remaining: 110s    
step 01142 (63.4%) | loss: 3.046409 | lrm: 0.44 | dt: 169ms | tok/sec: 777,805 | mfu: 44.7% | epoch: 1 | remaining: 110s    
step 01143 (63.5%) | loss: 3.043506 | lrm: 0.44 | dt: 167ms | tok/sec: 784,224 | mfu: 45.1% | epoch: 1 | remaining: 109s    
step 01144 (63.5%) | loss: 3.047874 | lrm: 0.43 | dt: 167ms | tok/sec: 785,127 | mfu: 45.1% | epoch: 1 | remaining: 109s    
step 01145 (63.6%) | loss: 3.047536 | lrm: 0.43 | dt: 168ms | tok/sec: 781,082 | mfu: 44.9% | epoch: 1 | remaining: 109s    
step 01146 (63.6%) | loss: 3.049265 | lrm: 0.43 | dt: 168ms | tok/sec: 781,914 | mfu: 44.9% | epoch: 1 | remaining: 109s    
step 01147 (63.7%) | loss: 3.046446 | lrm: 0.43 | dt: 167ms | tok/sec: 786,601 | mfu: 45.2% | epoch: 1 | remaining: 109s    
step 01148 (63.8%) | loss: 3.038351 | lrm: 0.43 | dt: 167ms | tok/sec: 783,473 | mfu: 45.0% | epoch: 1 | remaining: 109s    
step 01149 (63.8%) | loss: 3.040261 | lrm: 0.43 | dt: 168ms | tok/sec: 779,447 | mfu: 44.8% | epoch: 1 | remaining: 108s    
step 01150 (63.9%) | loss: 3.033391 | lrm: 0.43 | dt: 168ms | tok/sec: 782,389 | mfu: 45.0% | epoch: 1 | remaining: 108s    
step 01151 (63.9%) | loss: 3.039528 | lrm: 0.43 | dt: 167ms | tok/sec: 786,394 | mfu: 45.2% | epoch: 1 | remaining: 108s    
step 01152 (64.0%) | loss: 3.038270 | lrm: 0.43 | dt: 168ms | tok/sec: 779,220 | mfu: 44.8% | epoch: 1 | remaining: 108s    
step 01153 (64.0%) | loss: 3.038568 | lrm: 0.43 | dt: 168ms | tok/sec: 782,375 | mfu: 45.0% | epoch: 1 | remaining: 108s    
step 01154 (64.1%) | loss: 3.041460 | lrm: 0.43 | dt: 167ms | tok/sec: 786,234 | mfu: 45.2% | epoch: 1 | remaining: 108s    
step 01155 (64.1%) | loss: 3.048597 | lrm: 0.43 | dt: 168ms | tok/sec: 782,289 | mfu: 45.0% | epoch: 1 | remaining: 107s    
step 01156 (64.2%) | loss: 3.055649 | lrm: 0.43 | dt: 168ms | tok/sec: 781,317 | mfu: 44.9% | epoch: 1 | remaining: 107s    
step 01157 (64.3%) | loss: 3.053683 | lrm: 0.43 | dt: 166ms | tok/sec: 787,646 | mfu: 45.3% | epoch: 1 | remaining: 107s    
step 01158 (64.3%) | loss: 3.045050 | lrm: 0.43 | dt: 167ms | tok/sec: 783,016 | mfu: 45.0% | epoch: 1 | remaining: 107s    
step 01159 (64.4%) | loss: 3.048100 | lrm: 0.43 | dt: 185ms | tok/sec: 706,620 | mfu: 40.6% | epoch: 1 | remaining: 107s    
step 01160 (64.4%) | loss: 3.037525 | lrm: 0.43 | dt: 199ms | tok/sec: 658,837 | mfu: 37.9% | epoch: 1 | remaining: 107s    
step 01161 (64.5%) | loss: 3.043224 | lrm: 0.42 | dt: 167ms | tok/sec: 786,355 | mfu: 45.2% | epoch: 1 | remaining: 106s    
step 01162 (64.6%) | loss: 3.040296 | lrm: 0.42 | dt: 168ms | tok/sec: 782,353 | mfu: 45.0% | epoch: 1 | remaining: 106s    
step 01163 (64.6%) | loss: 3.038351 | lrm: 0.42 | dt: 167ms | tok/sec: 785,040 | mfu: 45.1% | epoch: 1 | remaining: 106s    
step 01164 (64.7%) | loss: 3.047173 | lrm: 0.42 | dt: 167ms | tok/sec: 782,758 | mfu: 45.0% | epoch: 1 | remaining: 106s    
step 01165 (64.7%) | loss: 3.045297 | lrm: 0.42 | dt: 168ms | tok/sec: 779,217 | mfu: 44.8% | epoch: 1 | remaining: 106s    
step 01166 (64.8%) | loss: 3.046046 | lrm: 0.42 | dt: 167ms | tok/sec: 784,905 | mfu: 45.1% | epoch: 1 | remaining: 106s    
step 01167 (64.8%) | loss: 3.041466 | lrm: 0.42 | dt: 167ms | tok/sec: 784,984 | mfu: 45.1% | epoch: 1 | remaining: 105s    
step 01168 (64.9%) | loss: 3.033697 | lrm: 0.42 | dt: 168ms | tok/sec: 778,592 | mfu: 44.7% | epoch: 1 | remaining: 105s    
step 01169 (64.9%) | loss: 3.026294 | lrm: 0.42 | dt: 167ms | tok/sec: 785,396 | mfu: 45.1% | epoch: 1 | remaining: 105s    
step 01170 (65.0%) | loss: 3.024461 | lrm: 0.42 | dt: 167ms | tok/sec: 783,067 | mfu: 45.0% | epoch: 1 | remaining: 105s    
step 01171 (65.1%) | loss: 3.026096 | lrm: 0.42 | dt: 169ms | tok/sec: 776,799 | mfu: 44.6% | epoch: 1 | remaining: 105s    
step 01172 (65.1%) | loss: 3.019938 | lrm: 0.42 | dt: 168ms | tok/sec: 782,140 | mfu: 45.0% | epoch: 1 | remaining: 105s    
step 01173 (65.2%) | loss: 3.017048 | lrm: 0.42 | dt: 167ms | tok/sec: 784,760 | mfu: 45.1% | epoch: 1 | remaining: 104s    
step 01174 (65.2%) | loss: 3.015110 | lrm: 0.42 | dt: 168ms | tok/sec: 779,546 | mfu: 44.8% | epoch: 1 | remaining: 104s    
step 01175 (65.3%) | loss: 3.016682 | lrm: 0.42 | dt: 168ms | tok/sec: 780,686 | mfu: 44.9% | epoch: 1 | remaining: 104s    
step 01176 (65.3%) | loss: 3.012594 | lrm: 0.42 | dt: 167ms | tok/sec: 784,623 | mfu: 45.1% | epoch: 1 | remaining: 104s    
step 01177 (65.4%) | loss: 3.021288 | lrm: 0.42 | dt: 221ms | tok/sec: 591,788 | mfu: 34.0% | epoch: 1 | remaining: 104s    
step 01178 (65.5%) | loss: 3.022852 | lrm: 0.41 | dt: 166ms | tok/sec: 789,179 | mfu: 45.4% | epoch: 1 | remaining: 103s    
step 01179 (65.5%) | loss: 3.021752 | lrm: 0.41 | dt: 169ms | tok/sec: 777,075 | mfu: 44.7% | epoch: 1 | remaining: 103s    
step 01180 (65.6%) | loss: 3.027074 | lrm: 0.41 | dt: 167ms | tok/sec: 785,610 | mfu: 45.1% | epoch: 1 | remaining: 103s    
step 01181 (65.6%) | loss: 3.024255 | lrm: 0.41 | dt: 167ms | tok/sec: 784,486 | mfu: 45.1% | epoch: 1 | remaining: 103s    
step 01182 (65.7%) | loss: 3.027581 | lrm: 0.41 | dt: 167ms | tok/sec: 783,735 | mfu: 45.0% | epoch: 1 | remaining: 103s    
step 01183 (65.7%) | loss: 3.034928 | lrm: 0.41 | dt: 167ms | tok/sec: 784,307 | mfu: 45.1% | epoch: 1 | remaining: 103s    
step 01184 (65.8%) | loss: 3.038618 | lrm: 0.41 | dt: 166ms | tok/sec: 787,394 | mfu: 45.3% | epoch: 1 | remaining: 102s    
step 01185 (65.9%) | loss: 3.036156 | lrm: 0.41 | dt: 182ms | tok/sec: 719,648 | mfu: 41.4% | epoch: 1 | remaining: 102s    
step 01186 (65.9%) | loss: 3.043410 | lrm: 0.41 | dt: 202ms | tok/sec: 649,863 | mfu: 37.3% | epoch: 1 | remaining: 102s    
step 01187 (66.0%) | loss: 3.039691 | lrm: 0.41 | dt: 165ms | tok/sec: 793,123 | mfu: 45.6% | epoch: 1 | remaining: 102s    
step 01188 (66.0%) | loss: 3.034435 | lrm: 0.41 | dt: 168ms | tok/sec: 780,526 | mfu: 44.9% | epoch: 1 | remaining: 102s    
step 01189 (66.1%) | loss: 3.028837 | lrm: 0.41 | dt: 167ms | tok/sec: 783,032 | mfu: 45.0% | epoch: 1 | remaining: 102s    
step 01190 (66.1%) | loss: 3.033467 | lrm: 0.41 | dt: 168ms | tok/sec: 781,347 | mfu: 44.9% | epoch: 1 | remaining: 101s    
step 01191 (66.2%) | loss: 3.039859 | lrm: 0.41 | dt: 167ms | tok/sec: 785,382 | mfu: 45.1% | epoch: 1 | remaining: 101s    
step 01192 (66.3%) | loss: 3.042196 | lrm: 0.41 | dt: 169ms | tok/sec: 775,297 | mfu: 44.6% | epoch: 1 | remaining: 101s    
step 01193 (66.3%) | loss: 3.040215 | lrm: 0.41 | dt: 167ms | tok/sec: 786,507 | mfu: 45.2% | epoch: 1 | remaining: 101s    
step 01194 (66.4%) | loss: 3.032935 | lrm: 0.40 | dt: 204ms | tok/sec: 643,238 | mfu: 37.0% | epoch: 1 | remaining: 101s    
step 01195 (66.4%) | loss: 3.032998 | lrm: 0.40 | dt: 166ms | tok/sec: 790,404 | mfu: 45.4% | epoch: 1 | remaining: 101s    
step 01196 (66.5%) | loss: 3.037176 | lrm: 0.40 | dt: 169ms | tok/sec: 775,839 | mfu: 44.6% | epoch: 1 | remaining: 100s    
step 01197 (66.6%) | loss: 3.027438 | lrm: 0.40 | dt: 168ms | tok/sec: 780,892 | mfu: 44.9% | epoch: 1 | remaining: 100s    
step 01198 (66.6%) | loss: 3.022241 | lrm: 0.40 | dt: 167ms | tok/sec: 784,409 | mfu: 45.1% | epoch: 1 | remaining: 100s    
step 01199 (66.7%) | loss: 3.011774 | lrm: 0.40 | dt: 168ms | tok/sec: 780,974 | mfu: 44.9% | epoch: 1 | remaining: 100s    
step 01200 (66.7%) | loss: 3.008475 | lrm: 0.40 | dt: 168ms | tok/sec: 782,399 | mfu: 45.0% | epoch: 1 | remaining: 100s    
step 01201 (66.8%) | loss: 3.016604 | lrm: 0.40 | dt: 166ms | tok/sec: 789,315 | mfu: 45.4% | epoch: 1 | remaining: 100s    
step 01202 (66.8%) | loss: 3.020742 | lrm: 0.40 | dt: 167ms | tok/sec: 784,096 | mfu: 45.1% | epoch: 1 | remaining: 99s    
step 01203 (66.9%) | loss: 3.018111 | lrm: 0.40 | dt: 168ms | tok/sec: 779,449 | mfu: 44.8% | epoch: 1 | remaining: 99s    
step 01204 (66.9%) | loss: 3.015190 | lrm: 0.40 | dt: 167ms | tok/sec: 784,007 | mfu: 45.1% | epoch: 1 | remaining: 99s    
step 01205 (67.0%) | loss: 3.017487 | lrm: 0.40 | dt: 167ms | tok/sec: 783,708 | mfu: 45.0% | epoch: 1 | remaining: 99s    
step 01206 (67.1%) | loss: 3.017082 | lrm: 0.40 | dt: 169ms | tok/sec: 775,276 | mfu: 44.6% | epoch: 1 | remaining: 99s    
step 01207 (67.1%) | loss: 3.023279 | lrm: 0.40 | dt: 168ms | tok/sec: 782,111 | mfu: 44.9% | epoch: 1 | remaining: 99s    
step 01208 (67.2%) | loss: 3.022733 | lrm: 0.40 | dt: 167ms | tok/sec: 784,904 | mfu: 45.1% | epoch: 1 | remaining: 98s    
step 01209 (67.2%) | loss: 3.019654 | lrm: 0.40 | dt: 167ms | tok/sec: 783,054 | mfu: 45.0% | epoch: 1 | remaining: 98s    
step 01210 (67.3%) | loss: 3.023488 | lrm: 0.40 | dt: 168ms | tok/sec: 781,217 | mfu: 44.9% | epoch: 1 | remaining: 98s    
step 01211 (67.3%) | loss: 3.019346 | lrm: 0.39 | dt: 167ms | tok/sec: 785,382 | mfu: 45.1% | epoch: 1 | remaining: 98s    
step 01212 (67.4%) | loss: 3.025968 | lrm: 0.39 | dt: 167ms | tok/sec: 783,907 | mfu: 45.1% | epoch: 1 | remaining: 98s    
step 01213 (67.4%) | loss: 3.023015 | lrm: 0.39 | dt: 193ms | tok/sec: 678,688 | mfu: 39.0% | epoch: 1 | remaining: 97s    
step 01214 (67.5%) | loss: 3.020779 | lrm: 0.39 | dt: 165ms | tok/sec: 794,324 | mfu: 45.7% | epoch: 1 | remaining: 97s    
step 01215 (67.6%) | loss: 3.023721 | lrm: 0.39 | dt: 168ms | tok/sec: 781,794 | mfu: 44.9% | epoch: 1 | remaining: 97s    
step 01216 (67.6%) | loss: 3.020311 | lrm: 0.39 | dt: 168ms | tok/sec: 779,183 | mfu: 44.8% | epoch: 1 | remaining: 97s    
step 01217 (67.7%) | loss: 3.022371 | lrm: 0.39 | dt: 167ms | tok/sec: 783,568 | mfu: 45.0% | epoch: 1 | remaining: 97s    
step 01218 (67.7%) | loss: 3.020739 | lrm: 0.39 | dt: 167ms | tok/sec: 784,344 | mfu: 45.1% | epoch: 1 | remaining: 97s    
step 01219 (67.8%) | loss: 3.017726 | lrm: 0.39 | dt: 169ms | tok/sec: 774,439 | mfu: 44.5% | epoch: 1 | remaining: 96s    
step 01220 (67.8%) | loss: 3.013845 | lrm: 0.39 | dt: 167ms | tok/sec: 784,327 | mfu: 45.1% | epoch: 1 | remaining: 96s    
step 01221 (67.9%) | loss: 3.018472 | lrm: 0.39 | dt: 167ms | tok/sec: 785,485 | mfu: 45.1% | epoch: 1 | remaining: 96s    
step 01222 (68.0%) | loss: 3.018843 | lrm: 0.39 | dt: 167ms | tok/sec: 784,290 | mfu: 45.1% | epoch: 1 | remaining: 96s    
step 01223 (68.0%) | loss: 3.016820 | lrm: 0.39 | dt: 168ms | tok/sec: 780,991 | mfu: 44.9% | epoch: 1 | remaining: 96s    
step 01224 (68.1%) | loss: 3.016981 | lrm: 0.39 | dt: 168ms | tok/sec: 781,464 | mfu: 44.9% | epoch: 1 | remaining: 96s    
step 01225 (68.1%) | loss: 3.012492 | lrm: 0.39 | dt: 167ms | tok/sec: 784,764 | mfu: 45.1% | epoch: 1 | remaining: 95s    
step 01226 (68.2%) | loss: 3.006313 | lrm: 0.39 | dt: 210ms | tok/sec: 623,054 | mfu: 35.8% | epoch: 1 | remaining: 95s    
step 01227 (68.2%) | loss: 3.007721 | lrm: 0.39 | dt: 166ms | tok/sec: 789,866 | mfu: 45.4% | epoch: 1 | remaining: 95s    
step 01228 (68.3%) | loss: 3.004810 | lrm: 0.38 | dt: 167ms | tok/sec: 785,312 | mfu: 45.1% | epoch: 1 | remaining: 95s    
step 01229 (68.4%) | loss: 3.002509 | lrm: 0.38 | dt: 167ms | tok/sec: 783,432 | mfu: 45.0% | epoch: 1 | remaining: 95s    
step 01230 (68.4%) | loss: 3.001370 | lrm: 0.38 | dt: 167ms | tok/sec: 783,644 | mfu: 45.0% | epoch: 1 | remaining: 95s    
step 01231 (68.5%) | loss: 2.996316 | lrm: 0.38 | dt: 167ms | tok/sec: 786,151 | mfu: 45.2% | epoch: 1 | remaining: 94s    
step 01232 (68.5%) | loss: 2.993238 | lrm: 0.38 | dt: 168ms | tok/sec: 779,067 | mfu: 44.8% | epoch: 1 | remaining: 94s    
step 01233 (68.6%) | loss: 2.994581 | lrm: 0.38 | dt: 181ms | tok/sec: 723,143 | mfu: 41.6% | epoch: 1 | remaining: 94s    
step 01234 (68.6%) | loss: 2.997247 | lrm: 0.38 | dt: 167ms | tok/sec: 784,533 | mfu: 45.1% | epoch: 1 | remaining: 94s    
step 01235 (68.7%) | loss: 2.993268 | lrm: 0.38 | dt: 167ms | tok/sec: 784,884 | mfu: 45.1% | epoch: 1 | remaining: 94s    
step 01236 (68.8%) | loss: 2.993806 | lrm: 0.38 | dt: 167ms | tok/sec: 786,348 | mfu: 45.2% | epoch: 1 | remaining: 94s    
step 01237 (68.8%) | loss: 2.986433 | lrm: 0.38 | dt: 167ms | tok/sec: 783,158 | mfu: 45.0% | epoch: 1 | remaining: 93s    
step 01238 (68.9%) | loss: 2.987072 | lrm: 0.38 | dt: 168ms | tok/sec: 779,090 | mfu: 44.8% | epoch: 1 | remaining: 93s    
step 01239 (68.9%) | loss: 2.985172 | lrm: 0.38 | dt: 168ms | tok/sec: 780,306 | mfu: 44.8% | epoch: 1 | remaining: 93s    
step 01240 (69.0%) | loss: 2.987860 | lrm: 0.38 | dt: 167ms | tok/sec: 783,626 | mfu: 45.0% | epoch: 1 | remaining: 93s    
step 01241 (69.0%) | loss: 2.981741 | lrm: 0.38 | dt: 169ms | tok/sec: 776,014 | mfu: 44.6% | epoch: 1 | remaining: 93s    
step 01242 (69.1%) | loss: 2.986302 | lrm: 0.38 | dt: 188ms | tok/sec: 695,586 | mfu: 40.0% | epoch: 1 | remaining: 93s    
step 01243 (69.2%) | loss: 2.991084 | lrm: 0.38 | dt: 165ms | tok/sec: 792,082 | mfu: 45.5% | epoch: 1 | remaining: 92s    
step 01244 (69.2%) | loss: 2.987372 | lrm: 0.38 | dt: 168ms | tok/sec: 781,638 | mfu: 44.9% | epoch: 1 | remaining: 92s    
step 01245 (69.3%) | loss: 2.986932 | lrm: 0.37 | dt: 167ms | tok/sec: 784,024 | mfu: 45.1% | epoch: 1 | remaining: 92s    
step 01246 (69.3%) | loss: 2.990344 | lrm: 0.37 | dt: 167ms | tok/sec: 784,904 | mfu: 45.1% | epoch: 1 | remaining: 92s    
step 01247 (69.4%) | loss: 2.993355 | lrm: 0.37 | dt: 182ms | tok/sec: 718,815 | mfu: 41.3% | epoch: 1 | remaining: 92s    
step 01248 (69.4%) | loss: 2.994280 | lrm: 0.37 | dt: 166ms | tok/sec: 788,267 | mfu: 45.3% | epoch: 1 | remaining: 92s    
step 01249 (69.5%) | loss: 2.994710 | lrm: 0.37 | dt: 168ms | tok/sec: 778,352 | mfu: 44.7% | epoch: 1 | remaining: 91s    
step 01250 (69.5%) | loss: 2.993107 | lrm: 0.37 | dt: 167ms | tok/sec: 783,880 | mfu: 45.1% | epoch: 1 | remaining: 91s    
step 01251 (69.6%) | loss: 2.996037 | lrm: 0.37 | dt: 166ms | tok/sec: 787,396 | mfu: 45.3% | epoch: 1 | remaining: 91s    
step 01252 (69.7%) | loss: 2.996475 | lrm: 0.37 | dt: 168ms | tok/sec: 781,048 | mfu: 44.9% | epoch: 1 | remaining: 91s    
step 01253 (69.7%) | loss: 3.000033 | lrm: 0.37 | dt: 168ms | tok/sec: 780,948 | mfu: 44.9% | epoch: 1 | remaining: 91s    
step 01254 (69.8%) | loss: 2.998112 | lrm: 0.37 | dt: 166ms | tok/sec: 789,309 | mfu: 45.4% | epoch: 1 | remaining: 91s    
step 01255 (69.8%) | loss: 2.999482 | lrm: 0.37 | dt: 168ms | tok/sec: 779,562 | mfu: 44.8% | epoch: 1 | remaining: 90s    
step 01256 (69.9%) | loss: 2.991275 | lrm: 0.37 | dt: 168ms | tok/sec: 781,783 | mfu: 44.9% | epoch: 1 | remaining: 90s    
step 01257 (69.9%) | loss: 2.988141 | lrm: 0.37 | dt: 167ms | tok/sec: 785,957 | mfu: 45.2% | epoch: 1 | remaining: 90s    
step 01258 (70.0%) | loss: 2.987340 | lrm: 0.37 | dt: 167ms | tok/sec: 785,658 | mfu: 45.2% | epoch: 1 | remaining: 90s    
step 01259 (70.0%) | loss: 2.983674 | lrm: 0.37 | dt: 169ms | tok/sec: 776,001 | mfu: 44.6% | epoch: 1 | remaining: 90s    
step 01260 (70.1%) | loss: 2.983228 | lrm: 0.37 | dt: 167ms | tok/sec: 782,901 | mfu: 45.0% | epoch: 1 | remaining: 90s    
step 01261 (70.2%) | loss: 2.985672 | lrm: 0.36 | dt: 167ms | tok/sec: 783,178 | mfu: 45.0% | epoch: 1 | remaining: 89s    
step 01262 (70.2%) | loss: 2.984069 | lrm: 0.36 | dt: 168ms | tok/sec: 779,982 | mfu: 44.8% | epoch: 1 | remaining: 89s    
step 01263 (70.3%) | loss: 2.986678 | lrm: 0.36 | dt: 167ms | tok/sec: 784,042 | mfu: 45.1% | epoch: 1 | remaining: 89s    
step 01264 (70.3%) | loss: 2.992039 | lrm: 0.36 | dt: 167ms | tok/sec: 785,192 | mfu: 45.1% | epoch: 1 | remaining: 89s    
step 01265 (70.4%) | loss: 3.001057 | lrm: 0.36 | dt: 168ms | tok/sec: 780,558 | mfu: 44.9% | epoch: 1 | remaining: 89s    
